date,Content,Likes,Retweet
2022-10-17 06:18:46+00:00,"It’s this morning at @incKerala headquarters, Indira Bhavan, Thiruvananthapuram, in the party’s Presidential elections. Whatever happens, may @incIndia win!

#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/QTsaQXROOL",5189,389
2022-10-17 04:27:26+00:00,Spoke to Mallikarjun @kharge this morning to wish him well &amp; to reaffirm my respect for him &amp; our shared devotion to the success of @incIndia.,13472,1231
2022-10-17 04:11:24+00:00,"""Some people play safe in order not to lose. But if you just play safe, you will definitely lose."" 

#ThinkTomorrowThinkTharoor",5323,524
2022-10-17 04:09:07+00:00,"कुछ लड़ाइयां हम इसलिए भी लडते हैं कि 
इतिहास याद रख सके कि वर्तमान मूक न था।

#ThinkTomorrowThinkTharoor
#ChooseChangeChooseCongress",4396,502
2022-10-17 03:12:10+00:00,"Thank you @SalmanSoz &amp; our dedicated team of @incIndia volunteers who braved the odds &amp; worked impossible hours to get our message out. Today our voting colleagues will choose the President they want. Whatever the outcome, Congress’ revival has begun. #ThinkTomorrowThinkTharoor",947,95
2022-10-16 16:38:26+00:00,https://t.co/UggYM3q9pj,11463,1020
2022-10-16 14:41:20+00:00,"#ThinkTomorrowThinkTharoor 
 #ChooseChangeChooseCongress https://t.co/9T7qY9Rc11",1936,244
2022-10-16 14:32:59+00:00,"My appeal to delegates on the eve for voting in the @incIndia presidential election:
#ThinkTomorrowThinkTharoor https://t.co/Bf2lB7KX92",7606,976
2022-10-16 12:34:01+00:00,मेरी आख़िरी अपीलः  #ThinkTomorrowThinkTharoor https://t.co/dFx4ejaVn2,11448,1693
2022-10-16 12:24:51+00:00,Breaking News: the @incIndia Election Authority has changed the requirement for a vote from writing “1” against the preferred candidate’s name to a ✅ tick mark. Delegates please note — a tick mark is needed in the box next to my name! https://t.co/IVy8AbGsMt,13520,1347
2022-10-16 07:38:45+00:00,"A full hall at ⁦@INCAssam⁩ and a wonderfully enthusiastic response to my message from the significant number of delegates who attended. There is a palpable desire for a new energy in the organisation!
#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/CHjyVJY5qr",648,82
2022-10-16 07:32:13+00:00,Getting into the spirit of things! Part of a wonderful welcome by @INCAssam https://t.co/lTMotoL5YO,277,41
2022-10-16 07:32:11+00:00,Great to get such an enthusiastic welcome from students in Guwahati who stopped me on my way in from the airport! https://t.co/qIs6kJNUO6,183,23
2022-10-16 07:31:50+00:00,"A lively interactive discussion with the delegates available at PCC headquarters in Patna. I abandoned the stage to sit with them for an informal conversation. The responses were uplifting. 
#ThinkTomorrowThinkTharoor 
#ChooseChangeChooseCongress https://t.co/CxjNGbZMHT",515,56
2022-10-16 07:27:41+00:00,"Paid homage to our great forebears on the grounds of ⁦@INCBihar⁩ 
#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/9rmTXNWIhR",884,87
2022-10-16 07:25:27+00:00,Warm welcome in Patna on Saturday! #ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/l5Klf6Cxsn,2203,157
2022-10-16 05:48:31+00:00,And Scrabble fans to boot?! #ThinkTomorrowThinkTharoor,381,52
2022-10-16 01:20:06+00:00,Thanks ⁦@ThitinanP⁩ for this endorsement! ⁦@ProSyn⁩  https://t.co/naasrPNSne,128,32
2022-10-15 12:44:02+00:00,Thanks to all of you! Trying hard. Am in Guwahati now!,1120,114
2022-10-15 06:29:40+00:00,"We are perfectly capable of resolving our own internal differences within @incIndia, @amitmalviya. We don’t need your involvement in our party’s election. Try to hold one of your own first.",10163,1824
2022-10-15 04:21:00+00:00,Remembering the “People’s President”: https://t.co/25iUeF6zgP https://t.co/BOkTMw3AiL,4903,386
2022-10-14 15:34:30+00:00,🙏,482,41
2022-10-14 12:58:29+00:00,🙏,812,81
2022-10-14 10:59:31+00:00,Thanks @OfficeOfKNath for the warm welcome to @INCMadhyaPrades by several senior office-bearers &amp;Opposition Leader GobindSingh. This was a first in the seven states I have visited so far! Thanks to you personally for maintaining @incIndia’s strict neutrality btwn  the candidates https://t.co/bBpqYQ3k1W,4718,484
2022-10-14 10:55:55+00:00,Delighted to have a full house at the meeting with @INCMadhyaPrades delegates &amp; karyakartas for a more than hour-long discussion on my vision for the party. And then to have a packed room for my press conference. Gratified by the overwhelmingly positive feedback from colleagues https://t.co/etjG3jcQaW,1189,129
2022-10-14 10:53:05+00:00,Delighted to launch my new biography #AmbedkarALife at TeenMurti Bhavan yesterday before a standing-room only audience. Thanks @ehsaaswomen @FoundationPK @alephBookCo for arranging it&amp; Justice MadanLokur @karunanandy @drMungekar for an excellent discussion on Dr A’s life&amp;legacy. https://t.co/hlMWhLQG95,370,59
2022-10-14 09:09:18+00:00,"Addressed the Delhi media in three languages (Hindi, Malayalam &amp; even English)! #ThinkTomorrowThinkTharoor https://t.co/aaHv1JonHv",3020,248
2022-10-14 09:07:42+00:00,"Chatting informally with PCC delegates at the ⁦@INCDelhi⁩ office yesterday. Quality over quantity since a large number said they hadn’t received the message. We will reach them in whatever way we can. 
#ThinkTomorrowThinkTharoor 
 #ChooseChangeChooseCongress https://t.co/zmtId4HYXI",564,74
2022-10-14 08:44:32+00:00,"Part Two of my column on the #DakshinDialogues that addressed North-South issues (appeared in @mathrubhumi in Malayalam)

https://t.co/Nc4NYj2WnT",135,32
2022-10-14 05:12:00+00:00,"My reflections on the recent Kerala High Court judgement fining  @PFIOfficial for its “flash hartal” last week: https://t.co/RZ0TwerzWA
In our democracy everyone has the right to protest. But no one has the right to inconvenience the public or coerce us to share their views",216,48
2022-10-14 03:19:01+00:00,"My Inaugural Stan Swamy Memorial Lecture on human rights, in Mumbai last weekend: https://t.co/5OcfLaAt0s",331,44
2022-10-14 03:17:42+00:00,Wow! Never met this smart kid but he’s right - &amp; he’ll go far! Thanks young man!,377,49
2022-10-14 03:06:06+00:00,"नफ़रत छोडो भारत जोड़ो!

#BharatJodoYatra
 ⁦@RahulGandhi⁩ ⁦@INCIndia⁩ https://t.co/PGy0ohpQFI",7311,728
2022-10-14 02:57:33+00:00,"हमारा बदलाव घोषणापत्र!
सत्ता का विकेंद्रीकरण, मजबूत प्रांतीय नेतृत्व।
पीसीसी डेलिगेट्स एवं आम कार्यकर्ता की व्यापक भूमिका और भागीदारी।
युवाओं एवं महिलाओं के लिए बड़ी भूमिका।

""तुमको बदलाव नजर आएगा
तुम मेरे साथ चल के तो देखो""

#ThinkTomorrowThinkTharoor https://t.co/F908USpMIG",7228,1089
2022-10-13 12:41:39+00:00,"𝗢𝘂𝗿 𝗠𝗮𝗻𝗶𝗳𝗲𝘀𝘁𝗼 𝗳𝗼𝗿 𝗖𝗵𝗮𝗻𝗴𝗲!

Decentralization of power, strong local leadership.
Empowered PCC delegates and common workers.
More focus on youth and women.
You will see the change, if we walk together.

#ThinkTomorrowThinkTharoor 

https://t.co/521Tk59M8i https://t.co/qYi33aegaM",2985,454
2022-10-13 11:37:40+00:00,"कल, 14 अक्टूबर शाम 9 बजे डिजिटल टाउन हॉल सत्र के माध्यम से कांग्रेस पार्टी के सभी डेलिगेट्स के साथ सीधा संवाद करूंगा।

यह सत्र मेरे सभी सोशल मीडिया माध्यम से सीधा प्रसारित किया जाएगा। आप इसे यहां भी लाइव देख सकते हैं।

#ThinkTomorrowThinkTharoor https://t.co/TTsV19fOxW",2104,279
2022-10-13 11:36:54+00:00,"I will be doing a digital Town Hall session open to all INC delegates on Friday,14th October 2022, at 9 PM. 

It will be live on my social media. You can watch it live here. 

#ThinkTomorrowThinkTharoor https://t.co/8xboy1MI8Y",687,118
2022-10-13 08:27:49+00:00,"This evening at 6:30 pm, Teen Murti Bhavan! #AmbedkarALife, launch &amp; discussion. All welcome, setas available on a first-come-first-served basis. @AlephBookCo",265,51
2022-10-13 06:49:31+00:00,"The media showed keen interest in our campaign whether at ⁦@INCGujarat⁩, at Sabarmati or at the airport. @incIndia can be proud of the national attention this internal election is bringing to our party. 
#ThinkTomorrowThinkTharoor 
#ChooseChangeChooseCongress https://t.co/mDDKEOgHb4",445,75
2022-10-13 06:38:26+00:00,"Grateful to the delegates and karyakartas who packed the hall at Gandhi Bhavan to hear me out on the need for change in ⁦@INCIndia⁩ 

#ThinkTomorrowThinkTharoor 
#ChooseChangeChooseCongress https://t.co/hOl7TCB1oH",568,76
2022-10-13 06:33:00+00:00,Happy to be invited in to the ⁦@INCGujarat⁩ ⁦@MahilaCongress⁩ office. I remain a strong supporter of women’s representation in @incIndia &amp; intend to appoint more women to party positions. #ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/JLA1Pl4SJq,1633,158
2022-10-13 06:24:10+00:00,A tale of two Gandhis in Ahmedabad yesterday: garlanding Gandhiji’s statue at Sabarmati Ashram &amp; paying homage to Rajiv Gandhi’s at @incGujarat. The values of one &amp; the aspirations of the other inspire us all. https://t.co/5vB9k3MAWA,689,60
2022-10-13 06:15:32+00:00,Offering pranaams to the portrait of Sardar Patel at Gandhi Bhavan ⁦@INCGujarat⁩ https://t.co/dcbOpMPeGe,4501,250
2022-10-13 05:59:41+00:00,"Wonderful to be received so warmly at Gandhi Bhavan, the headquarters of ⁦@INCGujarat⁩ yesterday by ex-GPCC President Siddharth Patel &amp; other colleagues. 
#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/dTYWAn9vPF",399,57
2022-10-13 05:50:13+00:00,"With the staff &amp; workers of Gandhiji’s Sabarmati Ashram, and my words in the visitor’s book yesterday https://t.co/QHbjecGQp6",1222,83
2022-10-13 05:26:12+00:00,"NOW! Heading to @INCDelhi to interact with delegates &amp; media, 11 am onwards
#ThinkTomorrowThinkTharoor
#ChooseChangeChooseCongress https://t.co/Z38arbQhn4",502,62
2022-10-12 18:47:19+00:00,"Some key points from my media interaction after meeting PCC delegates in Ahmedabad this afternoon: https://t.co/k9YVSH6Mf1
#ThinkTomorrowThinkTharoor 
#ChooseChangeChooseCongress",316,59
2022-10-12 16:12:09+00:00,https://t.co/8G5MX6cJ5X,28394,2739
2022-10-12 16:03:26+00:00,"From Lakshadweep to Ladakh,  I am grateful to @incIndia supporters! #ThinkTomorrowThinkTharoor   #ChooseChangeChooseCongress",893,100
2022-10-12 10:52:17+00:00,"Wonderful to be back in the land of Mahatma Gandhi again! Visited Sabarmati Ashram after years &amp; tried my hand again at plying the charkha. Moving to be reminded of the simplicity &amp; humility of the Great Soul, &amp; the timeless values he taught us all. https://t.co/r50kiTLV94",2176,183
2022-10-11 12:54:18+00:00,"Shocked by the news that miscreants have set an @INCTelangana office on fire. This is not what politics should be like. I condemn this crime unreservedly &amp; demand immediate action to arrest &amp; punsh the culprits:
https://t.co/vgTCUUoH6D",894,135
2022-10-11 12:01:23+00:00,"My interview with @PTI_News today on the @INCIndia presidential polls:
https://t.co/If8CY67sd6",108,28
2022-10-11 11:39:06+00:00,Nothing supernatural @VishakhCherian -- merely the affliction of workaholism....!,1405,147
2022-10-11 11:32:25+00:00,"And after the @INCGujarat PCC delegates meeting &amp; press interaction, I will be speaking at the Ahmedabad Management Assocation at 6pm. All welcome! https://t.co/8mGm7PyBpV",182,32
2022-10-11 11:29:04+00:00,"હેલ્લો અમદાવાદ, આવતીકાલે ગુજરાત પ્રદેશ કોંગ્રેસ કાર્યાલમાં બપોરે 3.30 વાગે સૌ આગેવાનોને મળી અને અમદાવાદ મનજેમેન્ટ એસોસિયેશના દ્વારા યોજાયેલ વાર્તાલાપમાં મળીશ. આપ સૌ ને મળવાની ઈચ્છા...સાથે #ThinkTomorrowThinkTharoor https://t.co/w8Wzy1lI4X",1011,87
